28615245,Rua Conte Herbert,,Mury,6148,19
28615250,Travessa Thomé,,Mury,6148,19
28615260,Rua Maracanã,,Mury,6148,19
28615270,Rua da Igualdade,,Mury,6148,19
28615280,Rua Pedro Américo,,Mury,6148,19
28615290,Rua Três de Setembro,,Mury,6148,19
28615300,Rua Oscar Augusto Ferreira,,Ponte da Saudade,6148,19
28615305,Rua Ypê Roxo,,Mury,6148,19
28615307,Rua Laura Rosa Cunha,,Mury,6148,19
28615310,Rua Bel Vale,,Mury,6148,19
28615315,Avenida Walter Machado Thedin,,Mury,6148,19
28615317,Rua Boa Vitória,,Mury,6148,19
28615318,Rua dos Colibris,,Theodoro de Oliveira,6148,19
28615319,Rua Castro Maia,,Mury,6148,19
28615320,Rua Apolônia Pinto,,Mury,6148,19
28615322,Rua José Gonçalves de Onofre,,Theodoro de Oliveira,6148,19
28615324,Estrada Ceres,,Mury,6148,19
28615325,Rua Antônio Francisco Sena,,Mury,6148,19
28615326,Estrada do Imperador,,Mury,6148,19
28615328,Estrada do Sobradinho,,Mury,6148,19
28615330,Vila Santa Rita,,Mury,6148,19
28615334,Rua Doutor Walter dos Santos Teixeira,,Theodoro de Oliveira,6148,19
28615340,Rua dos Palmares,,Debossan,6148,19
28615350,Rua dos Pinheiros,,Mury,6148,19
28615360,Rua Cipreste,,Debossan,6148,19
28615370,Rua das Azaléias,,Debossan,6148,19
28615380,Praça Hermann Osthmann,,Mury,6148,19
28615390,Rua Mimosa,,Debossan,6148,19
28615400,Rua Tietê,,Mury,6148,19
28615410,Rua Villa Lobos,,Ponte da Saudade,6148,19
28615420,Rua Eduardo Tiene,,Mury,6148,19
28615430,Rua Bruno Weismann,,Mury,6148,19
28615437,Estrada Ovídio Francisco,,Mury,6148,19
28615440,Rua José Stadler,,Mury,6148,19
28615445,Estrada Acedimiro Bussinger,,Mury,6148,19
28615450,Estrada Vereador Eugênio Guilherme Spitz,,Mury,6148,19
28615453,Rua Manoel Alves de Souza,,Mury,6148,19
28615454,Rua Dinair Machon Fontão,,Mury,6148,19
28615456,Rua Dálgio Luiz Caristiato,,Mury,6148,19
28615460,Rua Virgínia Ribeiro,,Mury,6148,19
28615470,Rua Itaberaba,,Mury,6148,19
28615480,Estrada do Belorio,,Mury,6148,19
28615490,Rua Rosa Ramos Bussinger,,Mury,6148,19
28615500,Rua Antiga Linha Férrea,,Mury,6148,19
28615515,Estrada Eduardo Francisco do Canto,,Mury,6148,19
28615520,Rua Santarém,,Mury,6148,19
28615530,Rua Domingos Fernandes Moreira,,Mury,6148,19
28615540,Rua Monte Flórida,,Mury,6148,19
28615550,Rua Augusto A. Mineiro,,Debossan,6148,19
28615555,Rua da Glória,,Debossan,6148,19
28615560,Alameda Kinota,,Debossan,6148,19
28615565,Rua Amélia Bongart Ouverney,,Debossan,6148,19
28615568,Rua Virgínia Wanderosky Ouverney,,Debossan,6148,19
28615570,Rua Hans Garlipp,,Debossan,6148,19
28615580,Estrada do Mirandela,,Mury,6148,19
28615590,Rua Alexandre Fleming,,Debossan,6148,19
28615600,Rua Abaré,,Mury,6148,19
28615610,Rua Abrantes,,Mury,6148,19
28615620,Rua Alfredo Lópes Carvalho,,Debossan,6148,19
28615625,Rua Itabuna,,Debossan,6148,19
28615640,Rua Cordeiro,,Debossan,6148,19
28615650,Rua Jonas Salck,,Debossan,6148,19
28615660,Rua Gertrudes Stern,,Debossan,6148,19
28615665,Rua José Manoel Dias,,Debossan,6148,19
28615670,Rua Miguel Chequer Baduy,,Debossan,6148,19
28615680,Estrada Serra Nevada,,Debossan,6148,19
28615690,Estrada Foz do Iguaçu,,Debossan,6148,19
28615700,Rua Lisboa,,Debossan,6148,19
28615970,Avenida Hamburgo 730,,Mury,6148,19
28615991,"Estrada Rio Bonito, s/n",,,6148,19
28616000,Avenida Ana Barbosa Moreira,,Parque Dom João VI,6148,19
28616005,Praça Antônio Durval de Morais,,Lumiar,6148,19
28616007,Praça Levy Ayres Brust,,Lumiar,6148,19
28616010,Praça Carlos Maria Marchon,,Lumiar,6148,19
28616015,Rua Otília Pereira Schuabb,,Parque Dom João VI,6148,19
28616025,Rua Peri Valentim,,Ponte da Saudade,6148,19
28616030,Alameda do Canal,,Parque Dom João VI,6148,19
28616040,Alameda das Acácias,,Parque Dom João VI,6148,19
28616042,Alameda do Lago,,Parque Dom João VI,6148,19
28616045,Rua Guilherme Henrique Spitz,,Lumiar,6148,19
28616050,Alameda do Coqueiro,,Parque Dom João VI,6148,19
28616055,Estrada João Henringer,,Lumiar,6148,19
